ID,Name,Formula,Ion Species,Mass (DB),CAS,CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,NEG Media Blank01 DI2.d.HRdm, NEG Media Blank02 DI2.d.HRdm, NEG Media Blank03 DI2.d.HRdm, NEG QCdilution 0 0625 DI2.d.HRdm, NEG QCdilution 0 125 DI2.d.HRdm, NEG QCdilution 0 25 DI2.d.HRdm, NEG QCdilution 0 5 DI2.d.HRdm, NEG QCdilution 1 0 DI2.d.HRdm, NEG S1P DI2.d.HRdm, NEG S1S DI2.d.HRdm, NEG S2P DI2.d.HRdm, NEG S2S DI2.d.HRdm, NEG S3P DI2.d.HRdm, NEG S3S DI2.d.HRdm, NEG W1P DI2.d.HRdm, NEG W1S DI2.d.HRdm, NEG W2P DI2.d.HRdm, NEG W2S DI2.d.HRdm, NEG W3P DI2.d.HRdm, NEG W3S DI2.d.HRdm
2547,"Tridecanoic acid, 4,8,12-trimethyl-; 4,8,12-Trimethyltridecanoic acid",C16 H32 O2,(M-H)-,256.2402,,,0.312,,32.525,,185.85,,255.2321,,0.0000101,4.47,-1,2,1,95.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27445.84,0.001,0.001,0.001,0.001,0.001,0.001
2548,,,,,,,0.887,,34.2,,193.02,,343.2414,,0.0000101,4.47,-1,2,1,98.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28905.76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2549,,,,,,,2.884,,36.29,,202.43,,505.1758,,0.00001,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,18192.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2550,,,,,,,0.39,,49.388,,273.78,,741.4645,,0.0000099,4.47,-1,2,1,95,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19949.47,0.001
2551,,,,,,,2.319,0.057,43.541,0.114,241.71,0.64,660.1389,0.0016,0.0000099,2.74,-1,2,3,93.7,,FALSE,0.001,0.001,0.001,4630.092,0.001,0.001,0.001,4992.139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11007.91,0.001
2552,,,,,,,0.222,,36.206,,203.9,,369.1255,,0.0000098,4.47,-1,2,1,89.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28280.13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2553,,,,,,,0.253,,51.47,,284.75,,845.421,,0.0000098,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19860.82,0.001
2554,7-Methoxyisoflavone,C16 H12 O3,(M-H)-,252.0786,,,2.341,,27.812,,158.8,,251.0705,,0.0000097,4.47,-1,2,1,82.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,23166.05,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2555,,,,,,,0.842,,49.021,,271.64,,754.4783,,0.0000097,4.47,-1,2,1,99.5,,FALSE,0.001,0.001,0.001,17522.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2556,,,,,,,2.482,,33.167,,185.39,,456.1024,,0.0000096,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25990.91,0.001,0.001,0.001,0.001,0.001,0.001
2557,,,,,,,2.035,,39.054,,217.63,,537.2662,,0.0000096,4.47,-1,2,1,87.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26519.33,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2558,,,,,,,1.167,,42,,233.97,,556.313,,0.0000096,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,29906.42,0.001,0.001,0.001,0.001
2559,,,,,,,2.676,,34.799,,194.6,,455.1122,,0.0000096,4.47,-1,2,1,96.9,,FALSE,0.001,25859.41,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2560,,,,,,,2.473,0.002,43.064,0.252,239.24,1.41,634.28,0.0026,0.0000096,3.1,-1,2,2,99.9,,FALSE,0.001,14515.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11978.49,0.001,0.001
2561,,,,,,,1.997,,37.268,,207.72,,525.1084,,0.0000095,4.47,-1,2,1,98.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26150.72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2562,,,,,,,1.258,0.006,40.799,0.185,226.77,1.03,608.1469,0.0002,0.0000094,3.47,-1,3,2,89.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6815.731,0.001,21482.58
2563,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13 H18 N4 O6,(M-H)-,326.1226,2535-20-8,,0.414,,30.024,,169.59,,325.1188,,0.0000094,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19047.3,0.001
2564,AMPA,C7 H10 N2 O4,(M-H)-,186.0641,77521-29-0,,1.701,,26.072,,151.4,,185.0569,,0.0000094,4.47,-1,2,1,84.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25425.24,0.001,0.001,0.001,0.001,0.001,0.001
2565,,,,,,,0.775,0.008,32.601,0.021,179.45,0.12,944.0047,0.0006,0.0000093,3.19,-1,2,2,84.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14520.35,0.001,5621.855,0.001,0.001,0.001,0.001,0.001
2566,,,,,,,2.386,,43.213,,240.05,,637.1559,,0.0000092,4.47,-1,2,1,92.1,,FALSE,0.001,0.001,0.001,0.001,14757.28,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2567,,,,,,,1.813,,34.267,,193.16,,355.1619,,0.0000092,4.47,-1,2,1,93.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28583.33,0.001,0.001,0.001,0.001
2568,N-Cyclopropylammelide,C6 H8 N4 O2,(M-H)-,168.0647,,,2.956,,29.338,,171.78,,167.0577,,0.000009,4.47,-1,2,1,82.4,,FALSE,0.001,24235.91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2569,,,,,,,0.792,0.075,29.52,0.021,162.24,0.11,981.0095,0.0015,0.0000089,3.41,-1,2,2,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6782.652,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18455.13,0.001,0.001
2570,Alanyl-Isoleucine,C9 H18 N2 O3,(M-H)-,202.1317,,,1.364,,26.854,,155.17,,201.124,,0.0000089,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24579.86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2571,,,,,,,1.993,,32.177,,181.04,,368.143,,0.0000089,4.47,-1,2,1,83.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24515.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2572,,,,,,,1.987,,39.391,,220.1,,486.2346,,0.0000088,4.47,-1,2,1,92.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25129.62,0.001,0.001
2573,,,,,,,1.692,,33.045,,187,,318.1664,,0.0000088,4.47,-1,2,1,80.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25009.24,0.001,0.001
2574,Bluensidine,C8 H16 N4 O6,(2M-H)-,264.107,,,1.253,0.001,39.724,0.008,221.5,0.05,527.2086,0.001,0.0000087,3.43,-1,2,2,88.6,,FALSE,0.001,6280.767,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17690.19,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2575,,,,,,,0.392,,28.897,,165.97,,226.1193,,0.0000087,4.47,-1,2,1,97.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24818.39,0.001,0.001
2576,,,,,,,2.168,,46.609,,258.28,,741.4129,,0.0000087,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26514.76
2577,Ribothymidine,C10 H14 N2 O6,(M-H)-,258.0852,1463-10-1,,2.682,,26.997,,153.92,,257.0772,,0.0000087,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23308.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2578,,,,,,,0.808,0.051,29.53,0.038,162.38,0.21,946.0047,0.0043,0.0000087,3.33,-1,2,2,97.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8240.361,0.001,0.001,12205.54,0.001
2579,,,,,,,1.801,0.052,34.189,0.336,192.29,1.91,378.1672,0.0019,0.0000087,4.05,-1,2,2,82.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2229.281,0.001,0.001,0.001,0.001,0.001,22388.38,0.001,0.001
2580,,,,,,,2.07,,36.209,,202.95,,426.2342,,0.0000087,4.47,-1,2,1,91.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24685.56,0.001,0.001
2581,Steryl sulfate,C17 H28 O4 S,(M-H)-,328.1708,,,2.856,,31.859,,180.02,,327.1663,,0.0000086,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26916.67,0.001,0.001,0.001,0.001
2582,,,,,,,0.94,,42.096,,233.17,,730.0306,,0.0000086,4.47,-1,2,1,88.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23281.2,0.001,0.001,0.001,0.001,0.001,0.001
2583,,,,,,,1.871,0.002,49.625,0.057,274.68,0.32,809.4527,0.0002,0.0000084,3.56,-1,2,2,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5453.1,0.001,0.001,0.001,0.001,0.001,0.001,20377.89,0.001,0.001,0.001,0.001
2584,,,,,,,0.763,,32.613,,179.5,,947.239,,0.0000084,4.47,-1,2,1,84.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18035.02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2585,,,,,,,1.481,,40.628,,225.93,,594.1835,,0.0000084,4.47,-1,2,1,88.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24054.89,0.001,0.001
2586,,,,,,,0.901,,36.286,,204.18,,378.2147,,0.0000084,4.47,-1,2,1,84.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23158.51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2587,,,,,,,1.56,,36.449,,203.91,,455.1924,,0.0000084,4.47,-1,2,1,93.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23926.26,0.001,0.001
2588,Asparaginyl-Threonine,C8 H15 N3 O5,(M-H)-,233.1012,,,2.279,,25.735,,147.41,,232.0935,,0.0000084,4.47,-1,2,1,93.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23087.47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2589,,,,,,,2.552,,36.34,,203.04,,475.2057,,0.0000083,4.47,-1,2,1,98.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25451.43
2590,,,,,,,1.772,0.004,47.007,0.075,260.55,0.42,732.3901,0.002,0.0000083,3.83,-1,2,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19524.02,0.001,0.001,0.001,0.001,0.001,3883.465,0.001,0.001,0.001,0.001
2591,,,,,,,0.258,,50.343,,279.1,,741.4633,,0.0000083,4.47,-1,2,1,90.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16767.03,0.001
2592,Valclavam,C14 H23 N3 O6,(M-H)-,329.1587,98359-78-5,,1.569,,33.885,,191.56,,328.1503,,0.0000083,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25801.06,0.001,0.001,0.001,0.001
2593,,,,,,,2.128,,41.8,,234.29,,442.2285,,0.0000083,4.47,-1,2,1,93.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23729.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2594,L-prolyl-L-glycine,C7 H12 N2 O3,(M-H)-,172.0848,,,1.214,,23.516,,137.11,,171.0784,,0.0000083,4.47,-1,2,1,80.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25180.52
2595,,,,,,,1.925,,33.729,,190.64,,329.1824,,0.0000082,4.47,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25102.11
2596,,,,,,,1.797,,32.513,,182.66,,385.208,,0.0000082,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22682.38,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2597,,,,,,,2.335,,35.816,,201.63,,372.213,,0.0000082,4.47,-1,2,1,99.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22677.12,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2598,,,,,,,0.236,0.003,44.048,0.074,244.73,0.42,636.3339,0.0018,0.0000081,3.1,-1,2,2,98.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7571.702,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9184.095,0.001
2599,,,,,,,1.173,,36.18,,203.21,,399.2604,,0.000008,4.47,-1,2,1,88.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22179.95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2600,,,,,,,2.487,,34.853,,194.84,,460.0451,,0.000008,4.47,-1,2,1,99.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22781.23,0.001,0.001
2601,"2-(3,5-Dimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one",C21 H22 O8,(M-H)-,402.1315,70460-29-6,,2.485,,34.542,,193.9,,401.128,,0.000008,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16147.63,0.001
2602,,,,,,,1.609,,46.951,,260.41,,708.393,,0.0000079,4.47,-1,2,1,98.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21814.09,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2603,Pymetrozine,C10 H11 N5 O,(M-H)-,217.0964,123312-89-0,,2.558,,24.474,,140.66,,216.0897,,0.0000079,4.47,-1,2,1,99.6,,FALSE,0.001,21227.43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2604,,,,,,,2.007,,36.643,,204.85,,467.1509,,0.0000078,4.47,-1,2,1,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21468.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2605,,,,,,,2.87,,47.179,,260.81,,858.3071,,0.0000078,4.47,-1,2,1,80.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24220.81,0.001,0.001,0.001,0.001
2606,,,,,,,2.587,0.005,41.658,0.02,231.36,0.11,636.2688,0.0018,0.0000077,3.19,-1,2,2,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7688.344,0.001,0.001,0.001,0.001,12053.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2607,Cimifugin,C16 H18 O6,(M-H)-,306.1103,37921-38-3,,0.226,,29.517,,167.14,,305.1055,,0.0000077,4.47,-1,2,1,83.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20625.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2608,,,,,,,0.788,0.097,29.469,0.01,161.96,0.06,982.3362,0.0043,0.0000077,3.19,-1,2,2,96.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7813.714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14732.04
2609,"(2S,4S)-Monatin",C14 H16 N2 O5,(M-H)-,292.1059,146142-94-1,,1.548,,31.554,,179.15,,291.0981,,0.0000076,4.47,-1,2,1,89.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21010.01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2610,9-Hydroxyrisperidone,C23 H27 F N4 O3,(M-H)-,426.2067,144598-75-4,,1.575,,36.998,,207.43,,425.2033,,0.0000076,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20436.53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2611,Oxidized Cypridina luciferin,C21 H27 N7 O,(M-H)-,393.2277,,,1.114,,35.587,,199.97,,392.2172,,0.0000076,4.47,-1,2,1,82.4,,FALSE,0.001,20530.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2612,,,,,,,1.542,,34.532,,194.02,,390.2023,,0.0000075,4.47,-1,2,1,88,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18489.88,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2613,,,,,,,1.177,,35.629,,199.05,,474.0954,,0.0000074,4.47,-1,2,1,86.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21098.35,0.001,0.001
2614,,,,,,,0.209,,32.383,,183.82,,294.1812,,0.0000074,4.47,-1,2,1,93.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21119.79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2615,6-Hydroxymethyletoricoxib,C18 H15 Cl N2 O3 S,(M-H)-,374.0492,,,0.237,,37.06,,208.67,,373.045,,0.0000073,4.47,-1,2,1,91.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22649.54,0.001,0.001,0.001,0.001
2616,,,,,,,2.488,,41.287,,229.48,,611.1844,,0.0000072,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,17188.94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2617,,,,,,,0.985,,34.532,,193.53,,422.1565,,0.0000071,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22158.63,0.001,0.001,0.001,0.001
2618,Acetyl-maltose,C14 H24 O12,(M-H)-,384.1268,,,2,,32.126,,180.49,,383.1226,,0.0000071,4.47,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19190.29,0.001,0.001,0.001,0.001,0.001,0.001
2619,,,,,,,1.525,,30.94,,174.93,,320.16,,0.0000071,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15122.16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2620,,,,,,,2.009,,38.287,,214.11,,467.1506,,0.000007,4.47,-1,2,1,96.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20063.95,0.001,0.001
2621,Methylarbutin,C13 H18 O7,(M-H)-,286.1053,6032-32-2,,1.341,,30.121,,171.09,,285.0972,,0.000007,4.47,-1,3,1,82.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19331.59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2622,,,,,,,1.106,,26.784,,152.3,,271.0531,,0.0000069,4.47,-1,2,1,93.7,,FALSE,0.001,0.001,19091.78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2623,Asparaginyl-Isoleucine,C10 H19 N3 O4,(M-H)-,245.1376,,,1.936,,28.599,,163.58,,244.1299,,0.0000068,4.47,-1,2,1,85.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19629.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2624,,,,,,,3.196,,29.49,,167.4,,288.0777,,0.0000068,4.47,-1,2,1,87.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21272.7,0.001,0.001,0.001,0.001
2625,,,,,,,0.434,,28.116,,160.92,,240.1351,,0.0000067,4.47,-1,2,1,89.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16679.08,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2626,N-Succinyl-2-amino-6-oxopimelate,C11 H15 N O8,(M-H)-,289.0798,,,2.401,,31.678,,179.94,,288.0723,,0.0000067,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19320.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2627,,,,,,,0.898,,35.341,,198.44,,400.1972,,0.0000067,4.47,-1,2,1,93.7,,FALSE,18556.57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2628,,,,,,,0.581,,32.485,,182.21,,404.0332,,0.0000066,4.47,-1,2,1,100,,FALSE,18439.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2629,,,,,,,1.794,,42.921,,238.35,,645.2875,,0.0000066,4.47,-1,2,1,96.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20492.52,0.001,0.001,0.001,0.001
2630,Trifluoroacetic Acid,C2 H F3 O2,(M-H)-,113.9929,3336-58-1,,1.308,,46.346,,281.61,,112.9837,,0.0000065,4.47,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17868.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2631,,,,,,,1.601,,34.99,,197.23,,357.2132,,0.0000065,4.47,-1,2,1,94.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17863.63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2632,Karwinskione,C32 H32 O7,(M-H)-,528.2148,59481-46-8,,1.255,,39.728,,221.52,,527.2066,,0.0000064,4.47,-1,2,1,87.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17766.88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2633,,,,,,,2.056,,33.093,,187.04,,328.187,,0.0000064,4.47,-1,2,1,81,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18237.89,0.001,0.001
2634,,,,,,,1.991,,39.713,,220.87,,586.1591,,0.0000064,4.47,-1,2,1,83.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17610.33,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2635,,,,,,,2.521,,45.635,,252.97,,721.3583,,0.0000063,4.47,-1,2,1,88.7,,FALSE,0.001,0.001,17589.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
